"mobile","al","personal assistant","Agent's Executive Assistant - State Farm Agent Team Member","Randon Carnathan - State Farm Agent3.8Spanish Fort, AL 36527","30","Mon Jul 20 19:28:26 2020","NA","NA",40000,1e+05
"mobile","al","personal assistant","Personal Assistant/Caregiver","Blake Management Group2.7Daphne, AL 36526","12","Mon Jul 20 19:28:26 2020","NA","NA",40000,1e+05
"mobile","al","personal assistant","Agent's Executive Assistant - State Farm Agent Team Member","Randon Carnathan - State Farm Agent3.8Spanish Fort, AL 36527","30","Mon Jul 20 19:28:26 2020","NA","NA",40000,1e+05
"mobile","al","personal assistant","Personal Assistant/Caregiver","Blake Management Group2.7Daphne, AL 36526","12","Mon Jul 20 19:28:26 2020","NA","NA",40000,1e+05
"mobile","al","personal assistant","Agent's Executive Assistant - State Farm Agent Team Member","Randon Carnathan - State Farm Agent3.8Spanish Fort, AL 36527","30","Mon Jul 20 19:28:26 2020","NA","NA",40000,1e+05
"mobile","al","personal assistant","Personal Assistant/Caregiver","Blake Management Group2.7Daphne, AL 36526","12","Mon Jul 20 19:28:26 2020","NA","NA",40000,1e+05
"mobile","al","personal assistant","Agent's Executive Assistant - State Farm Agent Team Member","Randon Carnathan - State Farm Agent3.8Spanish Fort, AL 36527","30","Mon Jul 20 19:28:26 2020","NA","NA",40000,1e+05
"mobile","al","personal assistant","Director Inpatient Behavioral Health (BH Admin. Leadership r...","Represented by Potter Associates, LLCUnited States","9","Mon Jul 20 19:28:26 2020","NA","NA",40000,1e+05
"tuscaloosa","al","personal assistant","Agent's Executive Assistant - State Farm Agent Team Member","Derek Daniel - State Farm Agent3.8Tuscaloosa, AL 35406","30","Mon Jul 20 19:28:30 2020",10,12,95000,1e+05
"tuscaloosa","al","personal assistant","Agent's Executive Assistant - State Farm Agent Team Member","Derek Daniel - State Farm Agent3.8Tuscaloosa, AL 35406","30","Mon Jul 20 19:28:30 2020",10,12,95000,1e+05
"tuscaloosa","al","personal assistant","Agent's Executive Assistant - State Farm Agent Team Member","Derek Daniel - State Farm Agent3.8Tuscaloosa, AL 35406","30","Mon Jul 20 19:28:30 2020",10,12,95000,1e+05
"tuscaloosa","al","personal assistant","Director Inpatient Behavioral Health (BH Admin. Leadership r...","Represented by Potter Associates, LLCUnited States","9","Mon Jul 20 19:28:30 2020",10,12,95000,1e+05
"tuscaloosa","al","personal assistant","Agent's Executive Assistant - State Farm Agent Team Member","Derek Daniel - State Farm Agent3.8Tuscaloosa, AL 35406","30","Mon Jul 20 19:28:30 2020",10,12,95000,1e+05
"tuscaloosa","al","personal assistant","Agent's Executive Assistant - State Farm Agent Team Member","Derek Daniel - State Farm Agent3.8Tuscaloosa, AL 35406","30","Mon Jul 20 19:28:30 2020",10,12,95000,1e+05
"hoover","al","personal assistant","Caregiver/Personal Assistant (All Shifts)","Bridge Senior LivingBirmingham, AL 35242","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Assistant","Perry Property GroupBirmingham, AL 35242","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Administrative Assistant","Walktunes LtdBirmingham, AL 35209•Temporarily remote","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Assistant to Community Engagement Director","Vineyard Family ServicesPelham, AL 35124","11","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Senior Administrative Services Officer","Vaco3.7Chelsea, AL 35043","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Caregiver/Personal Assistant","Your Choice Senior Care3.7Birmingham, AL 35216+1 location","6","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Clinical Admin Associate-CGMHSA","Cooper GreenBirmingham, AL","Just posted","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Assistant- Hospital Administration","Grandview Medical Center3.6Birmingham, AL","5","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Real Estate Executive Assistant","Keller Williams Realty4.4Hoover, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Coordinator","Alabama Outdoors4.0Birmingham, AL 35203","5","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","EXECUTIVE ADMINISTRATOR","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","4","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","ADMINISTRATIVE ASSOCIATE","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","3","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Real Estate Executive Assistant","New Beginnings Group at Keller Williams RealtyTrussville, AL","28","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Branch Administrative Support Assistant","Caliber Home Loans3.3Birmingham, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Coordinator","Performance Property Servicing, Inc1.0Birmingham, AL 35233 (Southside area)","25","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Assistant","Perry Property GroupBirmingham, AL 35242","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Administrative Assistant","Walktunes LtdBirmingham, AL 35209•Temporarily remote","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Coordinator","Alabama Outdoors4.0Birmingham, AL 35203","5","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","EXECUTIVE ADMINISTRATOR","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","4","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","ADMINISTRATIVE ASSOCIATE","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","3","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Real Estate Executive Assistant","New Beginnings Group at Keller Williams RealtyTrussville, AL","28","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Branch Administrative Support Assistant","Caliber Home Loans3.3Birmingham, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Coordinator","Performance Property Servicing, Inc1.0Birmingham, AL 35233 (Southside area)","25","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","UAB Medicine4.0Birmingham, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Director of Nursing Women's Services, Brookwo...","Brookwood Baptist Medical Center3.4Birmingham, AL","18","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Senior Administrative Services Officer","Vaco3.7Chelsea, AL 35043","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Assistant to Community Engagement Director","Vineyard Family ServicesPelham, AL 35124","11","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Caregiver/Personal Assistant (All Shifts)","Bridge Senior LivingBirmingham, AL 35242","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Assistant","Perry Property GroupBirmingham, AL 35242","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Assistant to Community Engagement Director","Vineyard Family ServicesPelham, AL 35124","11","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Coordinator","Alabama Outdoors4.0Birmingham, AL 35203","5","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","EXECUTIVE ADMINISTRATOR","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","4","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","ADMINISTRATIVE ASSOCIATE","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","3","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Real Estate Executive Assistant","New Beginnings Group at Keller Williams RealtyTrussville, AL","28","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Branch Administrative Support Assistant","Caliber Home Loans3.3Birmingham, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Coordinator","Performance Property Servicing, Inc1.0Birmingham, AL 35233 (Southside area)","25","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","UAB Medicine4.0Birmingham, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Director of Nursing Women's Services, Brookwo...","Brookwood Baptist Medical Center3.4Birmingham, AL","18","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Senior Administrative Services Officer","Vaco3.7Chelsea, AL 35043","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Administrative Assistant","Walktunes LtdBirmingham, AL 35209•Temporarily remote","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Caregiver/Personal Assistant (All Shifts)","Bridge Senior LivingBirmingham, AL 35242","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Coordinator","Alabama Outdoors4.0Birmingham, AL 35203","5","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","EXECUTIVE ADMINISTRATOR","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","4","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","ADMINISTRATIVE ASSOCIATE","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","3","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Real Estate Executive Assistant","New Beginnings Group at Keller Williams RealtyTrussville, AL","28","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Branch Administrative Support Assistant","Caliber Home Loans3.3Birmingham, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Coordinator","Performance Property Servicing, Inc1.0Birmingham, AL 35233 (Southside area)","25","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","UAB Medicine4.0Birmingham, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Director of Nursing Women's Services, Brookwo...","Brookwood Baptist Medical Center3.4Birmingham, AL","18","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Senior Administrative Services Officer","Vaco3.7Chelsea, AL 35043","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Assistant to Community Engagement Director","Vineyard Family ServicesPelham, AL 35124","11","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Caregiver/Personal Assistant (All Shifts)","Bridge Senior LivingBirmingham, AL 35242","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Assistant","Perry Property GroupBirmingham, AL 35242","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Administrative Assistant","Walktunes LtdBirmingham, AL 35209•Temporarily remote","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Coordinator","Alabama Outdoors4.0Birmingham, AL 35203","5","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","EXECUTIVE ADMINISTRATOR","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","4","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","ADMINISTRATIVE ASSOCIATE","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","3","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Real Estate Executive Assistant","New Beginnings Group at Keller Williams RealtyTrussville, AL","28","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Branch Administrative Support Assistant","Caliber Home Loans3.3Birmingham, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Coordinator","Performance Property Servicing, Inc1.0Birmingham, AL 35233 (Southside area)","25","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","UAB Medicine4.0Birmingham, AL","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Administrative Director of Nursing Women's Services, Brookwo...","Brookwood Baptist Medical Center3.4Birmingham, AL","18","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Senior Administrative Services Officer","Vaco3.7Chelsea, AL 35043","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Assistant to Community Engagement Director","Vineyard Family ServicesPelham, AL 35124","11","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Caregiver/Personal Assistant (All Shifts)","Bridge Senior LivingBirmingham, AL 35242","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Assistant","Perry Property GroupBirmingham, AL 35242","7","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
"hoover","al","personal assistant","Executive Administrative Assistant","Walktunes LtdBirmingham, AL 35209•Temporarily remote","30","Mon Jul 20 19:28:34 2020",8.5,10,20000,65848
